fips	state	county	population	percent_fair_or_poor_health
17067	Illinois	Hancock	3766	13.99710985
17069	Illinois	Hardin	929	17.61705452
17071	Illinois	Henderson	1294	13.84506387
17073	Illinois	Henry	11140	14.37869936
17075	Illinois	Iroquois	6039	16.11665744
17077	Illinois	Jackson	14384	19.08448859
17079	Illinois	Jasper	2121	13.66260585
17081	Illinois	Jefferson	9395	17.08851684
17083	Illinois	Jersey	4839	13.52778349
17085	Illinois	Jo Daviess	4172	12.83525727
17087	Illinois	Johnson	3173	16.13760795
17089	Illinois	Kane	136485	16.04068867
17091	Illinois	Kankakee	26583	16.44573353
17093	Illinois	Kendall	36285	13.43504206
17095	Illinois	Knox	11509	17.96199882
17097	Illinois	Lake	166930	14.0446992
17099	Illinois	LaSalle	26330	15.10722291
17101	Illinois	Lawrence	4605	16.68972613
17103	Illinois	Lee	8453	15.23854143
17105	Illinois	Livingston	8529	15.27544971
17107	Illinois	Logan	7524	14.04613496
17109	Illinois	McDonough	6548	17.1754568
17111	Illinois	McHenry	73353	13.41005033
17113	Illinois	McLean	43694	14.71930529
17115	Illinois	Macon	24788	16.33762363
17117	Illinois	Macoupin	10438	14.360908
17119	Illinois	Madison	68146	15.32785539
17121	Illinois	Marion	8767	16.71555064
17123	Illinois	Marshall	2435	13.49488636
17125	Illinois	Mason	2999	14.90606991
17127	Illinois	Massac	3304	16.49683601
17129	Illinois	Menard	2779	13.07101738
17131	Illinois	Mercer	3383	13.72437355
17133	Illinois	Monroe	7912	11.51516969
17135	Illinois	Montgomery	7105	15.43920651
17137	Illinois	Morgan	8281	15.91118254
17139	Illinois	Moultrie	3393	14.60219678
17141	Illinois	Ogle	11752	15.00177314
17143	Illinois	Peoria	47877	15.62308231
17145	Illinois	Perry	5654	15.28088909
17147	Illinois	Piatt	3780	11.97634425
17149	Illinois	Pike	3524	16.5517029
17151	Illinois	Pope	735	14.55316272
17153	Illinois	Pulaski	1209	21.1744064
17155	Illinois	Putnam	1192	12.90222948
17157	Illinois	Randolph	8704	16.01917104
17159	Illinois	Richland	3638	16.57163833
17161	Illinois	Rock Island	35290	17.0094104
17163	Illinois	St. Clair	67886	17.55936737
17165	Illinois	Saline	5684	17.85851737
17167	Illinois	Sangamon	49419	15.74953111
17169	Illinois	Schuyler	1638	15.73563351
17171	Illinois	Scott	1092	15.15132631
17173	Illinois	Shelby	4739	14.99488796
17175	Illinois	Stark	1136	14.79505682
17177	Illinois	Stephenson	9224	16.52765326
17179	Illinois	Tazewell	33679	12.97728196
17181	Illinois	Union	4079	16.72282027
17183	Illinois	Vermilion	18273	17.94663511
17185	Illinois	Wabash	2615	15.01181025
17187	Illinois	Warren	3818	15.99009272
17189	Illinois	Washington	3289	13.61886952
17191	Illinois	Wayne	3677	15.30847271
17193	Illinois	White	3120	15.07947709
17195	Illinois	Whiteside	12422	14.5412921
17197	Illinois	Will	176100	14.6175548
17199	Illinois	Williamson	17321	15.46163892
17201	Illinois	Winnebago	69747	18.42355788
17203	Illinois	Woodford	8732	12.50845768
18000	Indiana		1678646	19.78454618
18001	Indiana	Adams	7840	18.93698604
18003	Indiana	Allen	96187	17.70571887
18005	Indiana	Bartholomew	22054	16.10850455
18007	Indiana	Benton	1973	19.18096278
18009	Indiana	Blackford	2624	18.65619489
18011	Indiana	Boone	16231	14.11130788
18013	Indiana	Brown	2945	16.60424907
18015	Indiana	Carroll	4563	18.48784599
18017	Indiana	Cass	9027	20.35989684
18019	Indiana	Clark	31532	20.37958992
18021	Indiana	Clay	6363	18.79126325
18023	Indiana	Clinton	7695	19.5101514
18025	Indiana	Crawford	2367	21.80931857
18027	Indiana	Daviess	7613	19.40300252
18029	Indiana	Dearborn	11265	15.71952712
18031	Indiana	Decatur	6325	16.79207178
18033	Indiana	DeKalb	10279	17.25737712
18035	Indiana	Delaware	24547	20.84489117
18037	Indiana	Dubois	9656	15.6184758
